idx,l,r,length
96,231541,231723,183
97,180001,180422,422
98,997268,997723,456
99,897913,898463,551
100,713029,714337,1309
101,746878,748544,1667
102,305493,307119,1627
103,624683,625365,683
104,33971,34130,160
105,24028,24197,170
106,487678,488433,756
107,926663,927863,1201
108,475620,477202,1583
109,374489,374978,490
110,322866,324570,1705
111,410740,411725,986
112,209418,209890,473
113,236751,236996,246
114,895451,896613,1163
115,889126,890282,1157
116,731121,731903,783
117,683915,684578,664
118,276086,276835,750
119,300387,300613,227
120,105311,106901,1591
121,59217,60724,1508
122,929901,930557,657
123,110897,112675,1779
124,871248,872477,1230
125,579366,580349,984
126,885357,885654,298
127,559300,561064,1765
128,836944,838447,1504
129,326963,327662,700
130,677871,678226,356
131,163406,165347,1942
132,550355,550952,598
133,587212,588483,1272
134,597,2525,1929
135,395465,397490,2026
136,380873,380998,126
137,427741,427872,132
138,675359,677395,2037
139,576963,578492,1530
140,32624,34067,1444
141,83987,84977,991
142,241487,241490,4
143,363944,365741,1798
144,732133,732263,131
145,766715,767808,1094
146,719967,721854,1888
147,306343,307455,1113
148,550436,552256,1821
149,615870,617284,1415
150,277691,278169,479
151,861313,862551,1239
152,939823,939895,73
153,231672,232596,925
154,903070,903468,399
155,145901,147933,2033
156,79602,80542,941
157,250256,251225,970
158,283294,285188,1895
159,728773,730243,1471
160,342664,342782,119
161,393435,394224,790
162,595266,596370,1105
163,96914,98291,1378
164,994737,995632,896
165,783890,785369,1480
166,189291,189848,558
167,235780,236250,471
168,811386,811406,21
169,661110,662484,1375
170,46263,46946,684
171,949184,949755,572
172,332483,333949,1467
173,446175,447244,1070
174,260359,262059,1701
175,595228,596832,1605
176,705115,706720,1606
177,325824,327564,1741
178,386783,387290,508
179,576752,576958,207
180,495565,496507,943
181,777598,778646,1049
182,395636,395905,270
183,908935,909461,527
184,316162,318035,1874
185,981986,982437,452
186,595403,597076,1674
187,220832,220941,110
188,822785,823765,981
189,866126,867489,1364
190,517861,518155,295
191,288489,288895,407
192,857533,857551,19
193,316523,317550,1028
194,496787,498120,1334
195,209497,209976,480
196,213187,213849,663
197,544751,545014,264
198,487310,487710,401
199,147170,148270,1101
200,222224,223070,847
201,483498,485185,1688
202,98049,99332,1284
203,239122,240233,1112
204,60825,62598,1774
205,427419,429267,1849
206,414242,414980,739
207,769497,770163,667
208,216424,217385,962
209,96266,97719,1454
210,108610,109895,1286
211,9865,9974,110
212,648099,649256,1158
213,759422,761214,1793
214,46000,47941,1942
215,262285,263196,912
216,459479,460396,918
217,935142,937030,1889
218,314357,315243,887
219,152138,153968,1831
220,344770,346459,1690
221,272506,273958,1453
222,195998,196596,599
223,578227,578884,658
224,768445,769265,821
225,782592,783162,571
226,86903,87698,796
227,558098,559141,1044
228,807304,809203,1900
229,514306,514343,38
230,362394,363037,644
231,587985,589427,1443
232,287717,289682,1966
233,771178,772825,1648
234,285730,286656,927
235,752067,753051,985
236,68007,70012,2006
237,862917,863227,311
238,866321,867265,945
239,649305,651252,1948
240,933855,935015,1161
241,578585,580231,1647
242,674491,675341,851
243,139807,140307,501
244,499597,501488,1892
245,524238,525496,1259
246,456479,458198,1720
247,49273,50381,1109
248,73231,73296,66
249,484202,484914,713
250,462720,464040,1321
251,249075,250490,1416
252,470658,471074,417
253,160457,160666,210
254,111546,112083,538
255,92942,93272,331
256,701078,702413,1336
257,943018,943296,279
258,888986,890568,1583
259,602732,604194,1463
260,305960,306312,353
261,143826,144949,1124
262,89038,90578,1541
263,836102,836528,427
264,921992,922281,290
265,139549,140361,813
266,457749,458241,493
267,777027,778494,1468
268,451500,453125,1626
269,192103,193953,1851
270,46827,48001,1175
271,205479,206761,1283
272,572313,572831,519
273,851062,852946,1885
274,980199,981787,1589
275,845319,846419,1101
276,761454,762883,1430
277,873002,874132,1131
278,294957,295498,542
279,365102,366276,1175
280,907181,909223,2043
281,520939,522391,1453
282,239893,241776,1884
283,878318,880105,1788
284,432237,433118,882
285,642051,643134,1084
286,366687,368114,1428
287,328632,329585,954
288,940595,941470,876
289,844495,845172,678
290,540630,541779,1150
291,73293,73611,319
292,154320,155942,1623
293,629541,629821,281
294,355410,355629,220
295,564621,564977,357
296,786600,787666,1067
297,982091,983446,1356
298,772977,774904,1928
299,277592,279094,1503
300,123998,125898,1901
301,308297,308649,353
302,83881,85599,1719
303,543425,544945,1521
304,22633,24225,1593
305,733024,734104,1081
306,562855,564475,1621
307,71847,71945,99
308,469781,471659,1879
309,410689,412196,1508
310,583770,584705,936
311,768137,768682,546
312,324486,326309,1824
313,512999,514810,1812
314,184988,184991,4
315,90513,90886,374
316,976446,977286,841
317,39834,41128,1295
318,157497,158569,1073
319,470458,471090,633
320,535987,536507,521
321,280239,282272,2034
322,927248,927271,24
323,25899,27129,1231
324,425758,426171,414
325,104087,104390,304
326,196807,197089,283
327,325126,325358,233
328,544013,545954,1942
329,429880,430676,797
330,613316,615243,1928
331,468677,470054,1378
332,195596,195719,124
333,106547,107349,803
334,572761,573785,1025
335,784114,784145,32
336,735611,735656,46
337,83282,84445,1164
338,479310,479539,230
339,329574,330428,855
340,608181,609360,1180
341,610388,610491,104
342,977837,979715,1879
343,247424,247471,48
344,104333,104891,559
345,76597,78593,1997
346,704300,705947,1648
347,554006,554037,32
348,453405,455079,1675
349,91830,93670,1841
350,944095,945785,1691
351,283028,284402,1375
352,118150,118458,309
353,804356,806390,2035
354,735472,736791,1320
355,753103,755117,2015
356,895210,896837,1628
357,916497,917606,1110
358,608913,609934,1022
359,472201,472476,276
360,448734,450067,1334
361,236831,238515,1685
362,934124,935087,964
363,152132,152337,206
364,581763,582904,1142
365,330430,331271,842
366,398830,400165,1336
367,221940,222677,738
368,190685,192207,1523
369,471505,473315,1811
370,992604,994093,1490
371,729650,731105,1456
372,269121,270961,1841
373,472839,474223,1385
374,647647,647720,74
375,285407,285804,398
376,751872,753332,1461
377,903196,904694,1499
378,689313,690162,850
379,503617,504321,705
380,889554,891206,1653
381,125508,127271,1764
382,724670,725597,928
383,551647,553022,1376
384,219321,221071,1751
385,258793,259287,495
386,620237,621079,843
387,910478,911795,1318
388,207819,208082,264
389,588811,589493,683
390,41627,42676,1050
391,577831,578968,1138
392,474947,475599,653
393,772207,773104,898
394,241857,242934,1078
395,544084,544255,172
396,671518,672911,1394
397,188050,189427,1378
398,293329,294865,1537
399,126530,127190,661
400,147396,149394,1999
401,756612,758294,1683
402,96792,97051,260
403,331961,333164,1204
404,466846,467397,552
405,27925,29589,1665
406,528556,529017,462
407,286988,288592,1605
408,267921,269403,1483
409,122825,123903,1079
410,983098,983928,831
411,453726,454500,775
412,481248,482049,802
413,341104,341712,609
414,978519,980151,1633
415,898457,900288,1832
416,459628,460073,446
417,407747,408180,434
418,169547,170382,836
419,838101,839730,1630
420,907940,908957,1018
421,183379,183877,499
422,934814,935566,753
423,346920,347968,1049
424,29545,30610,1066
425,787713,787937,225
426,98903,99278,376
427,997006,997834,829
428,426758,427633,876
429,310806,311152,347
430,162737,163807,1071
431,492054,493586,1533
432,288910,290747,1838
433,436723,438698,1976
434,817376,817765,390
435,756311,756463,153
436,185585,186091,507
437,86843,86866,24
438,958731,959653,923
439,963904,965395,1492
440,948773,950200,1428
441,109230,110828,1599
442,288573,290233,1661
443,784829,785044,216
444,864271,864698,428
445,574170,575202,1033
446,458591,458887,297
447,270243,271432,1190
448,849884,850390,507
449,754234,755767,1534
450,688011,689319,1309
451,611937,613449,1513
452,132474,133561,1088
453,421840,423657,1818
454,454959,455979,1021
455,800346,802353,2008
456,772502,773467,966
457,99954,100961,1008
458,528571,530129,1559
459,127331,128491,1161
460,573918,575128,1211
461,110353,111068,716
462,339122,339799,678
463,677745,678927,1183
464,560944,562890,1947
465,361168,361534,367
466,787896,788446,551
467,455475,457315,1841
468,675146,675258,113
469,322714,323037,324
470,398459,400339,1881
471,147172,147811,640
472,900241,901756,1516
473,521235,521445,211
474,490550,490622,73
475,860616,862584,1969
476,807700,808117,418
477,851846,853847,2002
478,511002,512593,1592
479,369101,370690,1590
480,59815,60945,1131
481,168974,170488,1515
482,949272,950794,1523
483,802029,802517,489
484,280510,281062,553
485,60638,62685,2048
486,547703,548763,1061
487,73896,75175,1280
488,195910,197255,1346
489,694181,694401,221
490,58364,59902,1539
491,114513,114649,137
492,828788,830019,1232
493,423617,425120,1504
494,958627,960160,1534
495,784783,786518,1736
496,526174,526710,537
497,389893,390226,334
498,821522,822856,1335
499,28841,28982,142
500,422195,422645,451
501,283329,283559,231
502,596110,596244,135
503,505373,506030,658
504,385017,386471,1455
505,512391,512672,282
506,771285,772530,1246
507,513228,515000,1773
508,880148,880189,42
509,326220,327657,1438
510,5572,6216,645
511,143099,144217,1119
512,575983,577545,1563
513,188607,189302,696
514,385160,385327,168
515,856132,857726,1595
516,972608,973664,1057
517,850805,851954,1150
518,397168,397599,432
519,732145,733822,1678
520,716128,718122,1995
521,682813,684149,1337
522,140558,141599,1042
523,668138,668174,37
524,465070,466876,1807
525,442303,442571,269
526,565816,566814,999
527,692797,693209,413
528,66108,66808,701
529,540524,541361,838
530,619844,620016,173
531,377695,379314,1620
532,59573,59631,59
533,964444,965600,1157
534,920289,920597,309
535,516255,516647,393
536,213965,214492,528
537,482194,483739,1546
538,110470,111517,1048
539,702990,703582,593
540,366401,367392,992
541,673786,675264,1479
542,173283,174516,1234
543,668056,669996,1941
544,463690,463817,128
545,83351,85307,1957
546,977034,977850,817
547,116091,118111,2021
548,66971,68241,1271
549,695839,697553,1715
550,261148,262125,978
551,880853,882054,1202
552,554598,554712,115
553,183835,185862,2028
554,917076,918123,1048
555,855417,856554,1138
556,929314,929576,263
557,826193,827172,980
558,987188,988948,1761
559,944201,946122,1922
560,492429,493692,1264
561,897533,898432,900
562,323564,324610,1047
563,804426,805201,776
564,423981,425471,1491
565,508438,509851,1414
566,496338,497059,722
567,729342,730105,764
568,298504,299766,1263
569,596343,598028,1686
570,589742,590808,1067
571,158533,158979,447
572,720574,720645,72
573,914050,914807,758
574,419541,420244,704
575,879603,880980,1378
576,583593,584260,668
577,135920,137097,1178
578,227761,229176,1416
579,957961,959056,1096
580,744490,745479,990
581,286615,287910,1296
582,324063,325010,948
583,988637,989562,926
584,571258,572225,968
585,971434,971930,497
586,427207,427477,271
587,800654,801158,505
588,834121,834444,324
589,851570,852404,835
590,135316,136774,1459
591,740130,741968,1839
592,409935,409940,6
593,798060,799030,971
594,619512,621433,1922
595,85213,86038,826
596,120301,120939,639
597,368989,369702,714
598,462001,462477,477
599,271862,272299,438
600,64159,65254,1096
601,816694,817832,1139
602,512019,512567,549
603,165163,165251,89
604,476605,478561,1957
605,673506,674206,701
606,531923,532032,110
607,726919,727419,501
608,117009,118890,1882
609,162263,163866,1604
610,456865,457797,933
611,740279,740462,184
612,954188,954500,313
613,287860,288688,829
614,455681,457336,1656
615,233745,234200,456
616,221742,222795,1054
617,155197,156131,935
618,853965,855058,1094
619,207764,209154,1391
620,420581,421472,892
621,549844,550126,283
622,490403,490573,171
623,721491,722345,855
624,781389,783206,1818
625,867649,869538,1890
626,157752,157929,178
627,322074,322907,834
628,237115,237116,2
629,414474,415310,837
630,109371,110714,1344
631,711441,712083,643
632,154772,155994,1223
633,299344,300221,878
634,407362,409354,1993
635,224190,224416,227
636,271363,272761,1399
637,399875,400910,1036
638,533505,535177,1673
639,319625,321114,1490
640,155345,155684,340
641,739650,740864,1215
642,10590,11264,675
643,752953,753379,427
644,876572,876692,121
645,829629,830987,1359
646,584278,586174,1897
647,326201,327728,1528
648,76042,76073,32
649,139142,140758,1617
650,283225,284600,1376
651,949411,949658,248
652,745067,746749,1683
653,129567,130541,975
654,982703,984126,1424
655,341181,342070,890
656,571490,572537,1048
657,218038,219978,1941
658,61792,63557,1766
659,181064,182815,1752
660,477013,478106,1094
661,379842,381439,1598
662,326522,327775,1254
663,66611,66815,205
664,610148,612018,1871
665,697547,699583,2037
666,290188,291328,1141
667,231292,231935,644
668,206374,206399,26
669,656068,657154,1087
670,533729,535225,1497
671,104262,104504,243
672,283117,283677,561
673,675208,676125,918
674,822923,823487,565
675,760618,762411,1794
676,940967,941619,653
677,482033,483393,1361
678,31259,32517,1259
679,292529,292791,263
680,850628,852033,1406
681,853947,854594,648
682,509728,510788,1061
683,862013,863089,1077
684,157582,158771,1190
685,72308,73095,788
686,965414,965685,272
687,125516,126471,956
688,498568,500517,1950
689,552571,554546,1976
690,864505,864530,26
691,251891,253248,1358
692,303490,305533,2044
693,244519,246108,1590
694,958902,959079,178
695,724280,725630,1351
696,448823,448949,127
697,251133,251342,210
698,905500,907391,1892
699,384455,384587,133
700,219413,220785,1373
701,878846,880177,1332
702,515708,516492,785
703,970604,971523,920
704,317653,318556,904
705,261178,261633,456
706,234724,235885,1162
707,87893,88074,182
708,879739,880359,621
709,112321,114098,1778
710,666350,666448,99
711,264332,265786,1455
712,173576,173976,401
713,922567,923781,1215
714,279351,281228,1878
715,53248,53497,250
716,239908,240484,577
717,869574,870646,1073
718,850544,850811,268
719,416550,416633,84
720,414249,415146,898
721,91634,92541,908
722,96048,98057,2010
723,11831,12737,907
724,597792,599179,1388
725,115798,116421,624
726,578443,578598,156
727,739047,740023,977
728,308873,310457,1585
729,157237,157668,432
730,810071,810625,555
731,652194,652928,735
732,859350,860588,1239
733,261539,263549,2011
734,788670,789125,456
735,584880,584995,116
736,962930,964219,1290
737,655526,656060,535
738,563043,563349,307
739,520379,520743,365
740,600951,602722,1772
741,58362,59085,724
742,652589,654515,1927
743,98343,98972,630
744,902097,903718,1622
745,453749,454751,1003
746,33227,34847,1621
747,243879,245238,1360
748,845118,846676,1559
749,598454,599619,1166
750,199973,201146,1174
751,372937,374393,1457
752,769535,769643,109
753,478258,478346,89
754,545461,546103,643
755,331160,332368,1209
756,833139,834487,1349
757,261083,262370,1288
758,12633,14172,1540
759,11680,12634,955
760,992538,992985,448
761,320647,322646,2000
762,867548,868629,1082
763,887372,887604,233
764,787443,787783,341
765,524525,525721,1197
766,900238,901737,1500
767,938144,939606,1463
768,658855,659826,972
769,16055,17473,1419
770,712645,713667,1023
771,740327,740446,120
772,960015,961658,1644
773,265484,267320,1837
774,261012,261766,755
775,121100,121139,40
776,217164,218088,925
777,113134,113905,772
778,482229,483143,915
779,937041,937517,477
780,925902,926480,579
781,440090,441581,1492
782,989452,990160,709
783,946881,947017,137
784,360104,361838,1735
785,171146,171623,478
786,66110,67906,1797
787,140900,142090,1191
788,67626,69128,1503
789,409713,410391,679
790,228626,229678,1053
791,670184,670537,354
792,956109,957239,1131
793,840626,840943,318
794,620373,622387,2015
795,311246,312610,1365
796,841329,842846,1518
797,678054,678694,641
798,690877,692669,1793
799,286203,286630,428
800,415471,415897,427
801,568123,568417,295
802,386218,387990,1773
803,38769,39925,1157
804,158371,159160,790
805,848543,850043,1501
806,505361,505413,53
807,228764,229669,906
808,691644,692010,367
809,718533,718773,241
810,293813,294612,800
811,773297,773988,692
812,800532,800907,376
813,91421,91998,578
814,578677,579371,695
815,199115,199540,426
816,26995,28386,1392
817,973400,973955,556
818,270313,271498,1186
819,976993,979014,2022
820,123801,124013,213
821,428850,430771,1922
822,363749,364987,1239
823,235550,236093,544
824,832787,833732,946
825,854751,855111,361
826,366269,368140,1872
827,137430,139367,1938
828,833172,833329,158
829,345153,346783,1631
830,45311,46118,808
831,878541,879173,633
832,49352,49902,551
833,297114,298642,1529
834,198868,198936,69
835,560596,561241,646
836,363523,363853,331
837,299769,300141,373
838,316983,318266,1284
839,614075,614430,356
840,180777,181803,1027
841,118708,119290,583
842,99878,101422,1545
843,42443,44105,1663
844,270649,271748,1100
845,563015,563893,879
846,254099,255667,1569
847,541182,541848,667
848,922675,923757,1083
849,205881,206946,1066
850,31095,32831,1737
851,18307,19174,868
852,955446,955797,352
853,665311,665944,634
854,384526,385713,1188
855,698256,700161,1906
856,35001,36026,1026
857,735633,737468,1836
858,190644,191641,998
859,867933,869828,1896
860,132266,133783,1518
861,644052,644819,768
862,924024,924043,20
863,465280,466148,869
864,443987,444930,944
865,343770,344100,331
866,929966,930774,809
867,387021,387186,166
868,617572,617784,213
869,170478,170890,413
870,911105,912699,1595
871,691479,691951,473
872,482916,484441,1526
873,450789,452502,1714
874,252525,253229,705
875,843494,844461,968
876,368010,368253,244
877,69976,70169,194
878,724165,725320,1156
879,611903,613316,1414
880,111080,113071,1992
881,463468,463990,523
882,629780,630973,1194
883,398556,399510,955
884,404892,406654,1763
885,880563,882023,1461
886,906220,907374,1155
887,428472,428698,227
888,542641,544276,1636
889,444165,446176,2012
890,687080,688307,1228
891,209711,211286,1576
892,257141,258722,1582
893,114553,115617,1065
894,493235,494692,1458
895,812740,813361,622
896,432925,434934,2010
897,985549,987234,1686
898,883219,883423,205
899,711400,712075,676
900,91441,93129,1689
901,46613,47204,592
902,917269,917886,618
903,755800,756466,667
904,212821,214674,1854
905,691638,692600,963
906,298197,299510,1314
907,921406,921904,499
908,69143,70483,1341
909,269195,270767,1573
910,565001,566851,1851
911,753919,755558,1640
912,444085,444658,574
913,475865,477460,1596
914,902391,903977,1587
915,660694,660700,7
916,981618,982148,531
917,321271,323318,2048
918,166502,167805,1304
919,88938,90138,1201
920,302023,303512,1490
921,733192,734791,1600
922,92161,92690,530
923,26792,28126,1335
924,619067,619653,587
925,634337,634420,84
926,779680,781291,1612
927,557602,559588,1987
928,16174,17340,1167
929,870204,872234,2031
930,63006,64261,1256
931,364424,364725,302
932,687871,688464,594
933,638674,639665,992
934,988308,990304,1997
935,468152,468202,51
936,657476,658834,1359
937,284000,285698,1699
938,973752,974279,528
939,671654,673515,1862
940,510116,510210,95
941,955590,955938,349
942,323516,323697,182
943,685261,686356,1096
944,353096,354833,1738
945,774179,774540,362
946,686307,688335,2029
947,660273,661219,947
948,459303,459893,591
949,190293,191749,1457
950,686364,687801,1438
951,4863,5459,597
952,286962,288859,1898
953,84527,85847,1321
954,787208,788008,801
955,346070,346456,387
956,461489,463055,1567
957,982030,982831,802
958,651855,653784,1930
959,521038,521674,637
960,86745,87898,1154
961,582453,583619,1167
962,545050,545152,103
963,672055,672792,738
964,550000,550592,593
965,944463,945594,1132
966,211075,211205,131
967,53164,54562,1399
968,542722,543828,1107
969,517428,518792,1365
970,309432,310595,1164
971,74363,75338,976
972,824883,826231,1349
973,897881,899457,1577
974,206288,207883,1596
975,894203,894697,495
976,420991,421592,602
977,513283,513447,165
978,17896,19635,1740
979,335429,337119,1691
980,47533,48310,778
981,627742,629198,1457
982,459721,461518,1798
983,391523,392959,1437
984,729756,730170,415
985,178333,178559,227
986,166155,166180,26
987,251462,251847,386
988,867710,869287,1578
989,369128,369707,580
990,919044,920689,1646
991,295813,296718,906
992,499617,500995,1379
993,882713,883244,532
994,503380,504270,891
995,303689,304825,1137
996,616294,618099,1806
997,289974,290579,606
998,773731,774427,697
999,610999,612588,1590
1000,512929,513335,407
1001,544418,545581,1164
1002,803084,804935,1852
1003,631903,632931,1029
1004,299361,299575,215
1005,378453,380169,1717
1006,115857,116900,1044
1007,70738,71796,1059
1008,304451,304800,350
1009,978524,979060,537
1010,940368,941613,1246
1011,470008,471341,1334
1012,469533,469787,255
1013,133683,134509,827
1014,907567,907944,378
1015,893800,895794,1995
1016,640157,642030,1874
1017,948057,949096,1040
1018,901565,903467,1903
1019,6660,7728,1069
1020,308079,310029,1951
1021,73442,74556,1115
1022,557431,557489,59
1023,974408,975133,726
1024,865003,865846,844
1025,644913,645268,356
1026,367595,367952,358
1027,152722,154490,1769
1028,932586,932869,284
1029,348839,350322,1484
1030,284402,285664,1263
1031,618836,620561,1726
1032,782335,783995,1661
1033,185993,186297,305
1034,233959,235570,1612
1035,662365,663110,746
1036,374276,376240,1965
1037,840887,842847,1961
1038,374407,375952,1546
1039,354342,355707,1366
1040,646993,647187,195
1041,619562,621477,1916
1042,134281,135710,1430
1043,196503,196762,260
1044,836911,837917,1007
1045,926368,926682,315
1046,69302,71033,1732
1047,463681,464509,829
1048,997865,999837,1973
1049,399931,400377,447
1050,683006,683626,621
1051,601365,601399,35
1052,531213,531643,431
1053,214878,216697,1820
1054,469677,471692,2016
1055,722144,724163,2020
1056,343586,344740,1155
1057,488042,488243,202
1058,853345,854030,686
1059,16351,17802,1452
1060,876653,876668,16
1061,337666,338320,655
1062,664814,666503,1690
1063,879826,879935,110
1064,668621,670177,1557
1065,686954,688669,1716
1066,967246,967968,723
1067,551833,553506,1674
1068,378780,380124,1345
1069,852167,853191,1025
1070,694401,695721,1321
1071,64825,66604,1780
1072,362075,362982,908
1073,178162,178744,583
1074,558718,559128,411
1075,45599,46674,1076
1076,435489,436388,900
1077,845391,846839,1449
1078,346599,348197,1599
1079,321035,322494,1460
1080,365382,367416,2035
1081,731670,732622,953
1082,928645,929235,591
1083,652636,653331,696
1084,977139,979088,1950
1085,462908,463628,721
1086,269511,270380,870
1087,267374,268293,920
1088,349706,351597,1892
1089,416332,416741,410
1090,624138,624732,595
1091,388612,390112,1501
1092,862693,863407,715
1093,91748,91910,163
1094,244412,244997,586
1095,633236,633257,22
1096,745024,745892,869
1097,1161,1512,352
1098,703009,703550,542
1099,369703,370162,460
1100,272770,273676,907
1101,341077,341402,326
1102,604093,605547,1455
1103,950397,951412,1016
1104,796630,797577,948
1105,851172,852141,970
1106,722836,724595,1760
1107,830106,831476,1371
1108,448386,450106,1721
1109,426886,427157,272
1110,938462,939387,926
1111,578294,579367,1074
1112,78386,78465,80
1113,820124,821836,1713
1114,630844,631584,741
1115,846972,848323,1352
1116,441924,442630,707
1117,579192,580343,1152
1118,229946,230151,206
1119,698393,698768,376
1120,88054,89391,1338
1121,198335,198847,513
1122,34086,34645,560
1123,890007,891406,1400
1124,514782,516211,1430
1125,398633,399861,1229
1126,849341,851082,1742
1127,126180,128085,1906
1128,614412,614532,121
1129,868813,870304,1492
1130,426250,427627,1378
1131,480938,482651,1714
1132,734552,736328,1777
1133,386995,389034,2040
1134,239999,240616,618
1135,906133,907153,1021
1136,63574,65012,1439
1137,257463,259031,1569
1138,879999,880496,498
1139,451583,452607,1025
1140,637774,639348,1575
1141,633253,634925,1673
1142,665047,666924,1878
1143,264426,264486,61
1144,17756,19127,1372
1145,125546,127173,1628
1146,653941,654931,991
1147,746468,748490,2023
1148,865396,866456,1061
1149,653116,654855,1740
1150,869708,870732,1025
1151,913191,914384,1194
1152,80084,81596,1513
1153,195497,195970,474
1154,778796,780457,1662
1155,41339,41436,98
1156,777668,778582,915
1157,918892,919465,574
1158,263024,264279,1256
1159,196962,197805,844
1160,977039,977929,891
1161,522714,523521,808
1162,82734,83888,1155
1163,501088,501981,894
1164,93088,94019,932
1165,153222,155089,1868
1166,767674,769424,1751
1167,149842,151195,1354
1168,959590,961530,1941
1169,414748,416081,1334
1170,949649,950300,652
1171,666621,667781,1161
1172,110224,112007,1784
1173,970056,972061,2006
1174,506361,506757,397
1175,549005,549058,54
1176,850855,851062,208
1177,992537,993233,697
1178,584917,585224,308
1179,718000,719858,1859
1180,511670,513005,1336
1181,508606,508711,106
1182,963066,964431,1366
1183,390931,390952,22
1184,88830,89920,1091
1185,69978,72023,2046
1186,71734,71970,237
1187,472631,472946,316
1188,402830,402932,103
1189,687531,688538,1008
1190,822151,822376,226
1191,105839,107013,1175
1192,422548,423642,1095
1193,593791,594622,832
1194,150047,150289,243
1195,334129,336107,1979
1196,291742,292580,839
1197,152069,153941,1873
1198,3704,5176,1473
1199,16084,17832,1749
1200,796369,796446,78
1201,46010,46364,355
1202,359059,359214,156
1203,171289,171538,250
1204,404536,406270,1735
1205,612220,613135,916
1206,320275,320796,522
1207,20717,22015,1299
1208,404050,404198,149
1209,831109,831621,513
1210,580989,582269,1281
1211,797582,798467,886
1212,975608,977629,2022
1213,778534,780427,1894
1214,483202,483730,529
1215,668825,670603,1779
1216,638324,639154,831
1217,601772,602723,952
1218,324427,325957,1531
1219,99764,99822,59
1220,398964,400681,1718
1221,248922,250227,1306
1222,959897,960888,992
1223,311507,312664,1158
1224,119920,121593,1674
1225,300098,300399,302
1226,688264,688280,17
1227,856047,856055,9
1228,705381,705577,197
1229,362470,363022,553
1230,70422,70499,78
1231,339298,341290,1993
1232,908154,908912,759
1233,843119,844826,1708
1234,120141,121328,1188
1235,453372,454490,1119
1236,117092,118156,1065
1237,205574,206290,717
1238,793179,793696,518
1239,866734,867013,280
1240,797826,799805,1980
1241,783772,785566,1795
1242,760966,761085,120
1243,571329,572763,1435
1244,215617,216671,1055
1245,199903,200471,569
1246,34304,35625,1322
1247,651578,651701,124
1248,447202,448459,1258
1249,607426,607544,119
1250,368679,370516,1838
1251,194978,196728,1751
1252,597176,598956,1781
1253,399551,401235,1685
1254,419925,420042,118
1255,427548,429199,1652
1256,936676,937806,1131
1257,154775,154970,196
1258,233164,234089,926
1259,610504,610633,130
1260,729833,729960,128
1261,783302,784642,1341
1262,509067,509385,319
1263,721238,722922,1685
1264,628835,630525,1691
1265,120605,121619,1015
1266,583023,585026,2004
1267,931658,933328,1671
1268,967035,968356,1322
1269,804606,806324,1719
1270,863312,864724,1413
1271,79044,80489,1446
1272,533642,534632,991
1273,962080,962597,518
1274,582260,583804,1545
1275,928316,929545,1230
1276,130344,130903,560
1277,111084,112466,1383
1278,950102,951333,1232
1279,612280,614306,2027
1280,368990,369967,978
1281,50115,52151,2037
1282,290489,291632,1144
1283,851000,851533,534
1284,725188,725705,518
1285,228078,229873,1796
1286,794748,796307,1560
1287,981677,983037,1361
1288,748265,748524,260
1289,239504,241280,1777
1290,974668,975231,564
1291,2274,3228,955
1292,792629,793861,1233
1293,24647,26401,1755
1294,665205,666542,1338
1295,828014,829252,1239
1296,797861,798329,469
1297,691501,691912,412
1298,935898,936177,280
1299,60910,62199,1290
