idx,l,r,length
322,900468,926029,25562
323,231413,234310,2898
324,164323,195717,31395
325,978662,999999,21338
326,496344,520106,23763
327,432600,457837,25238
328,695760,698848,3089
329,982643,999999,17357
330,800943,820964,20022
331,866792,868773,1982
332,711741,712766,1026
333,825955,838977,13023
334,133813,141424,7612
335,868119,893839,25721
336,636617,650397,13781
337,791323,817218,25896
338,172940,197072,24133
339,704328,711211,6884
340,379045,402841,23797
341,118089,130625,12537
342,282680,291790,9111
343,853388,872090,18703
344,801723,805587,3865
345,617922,621045,3124
346,712882,722763,9882
347,888354,896555,8202
348,207248,236729,29482
349,192765,195606,2842
350,157305,173931,16627
351,967174,998591,31418
352,713024,717009,3986
353,652041,659625,7585
354,831425,851402,19978
355,31784,51263,19480
356,109337,131981,22645
357,223412,255869,32458
358,869070,898873,29804
359,88249,115772,27524
360,235150,247426,12277
361,305387,327807,22421
362,482551,500545,17995
363,621398,650405,29008
364,257715,266902,9188
365,674541,679478,4938
366,401840,413608,11769
367,935665,957766,22102
368,963308,995147,31840
369,543676,552476,8801
370,606592,632183,25592
371,56736,85258,28523
372,134359,152078,17720
373,154216,159486,5271
374,145878,149927,4050
375,70231,97037,26807
376,421311,422867,1557
377,754396,760146,5751
378,976872,999999,23128
379,511843,521894,10052
380,119510,145375,25866
381,905223,924371,19149
382,875760,892229,16470
383,828374,840216,11843
384,943931,948617,4687
385,558778,565469,6692
386,401708,431005,29298
387,160024,164285,4262
388,492657,499529,6873
389,348881,362123,13243
390,627665,644578,16914
391,785693,788276,2584
392,834153,858198,24046
393,231553,234251,2699
394,638972,664287,25316
395,257589,265490,7902
396,255059,263762,8704
397,904274,906277,2004
398,367099,381786,14688
399,349027,355439,6413
400,494732,518678,23947
401,320867,332222,11356
402,258443,284800,26358
403,92159,98325,6167
404,777136,795661,18526
405,362396,383348,20953
406,602630,615256,12627
407,312246,319903,7658
408,360102,385756,25655
409,942258,953996,11739
410,702696,713308,10613
411,825513,840365,14853
412,746574,755289,8716
413,704725,732842,28118
414,966813,978048,11236
415,752990,777420,24431
416,997791,999999,2209
417,77263,93519,16257
418,495042,515508,20467
419,934207,945031,10825
420,939940,949692,9753
421,21712,38136,16425
422,993407,999999,6593
423,144562,160886,16325
424,213720,234971,21252
425,571942,604463,32522
426,684423,714005,29583
427,125949,140983,15035
428,572099,594710,22612
429,633552,655767,22216
430,896269,921443,25175
431,822045,832485,10441
432,413130,422028,8899
433,711037,737076,26040
434,760002,781126,21125
435,68451,92831,24381
436,272861,304658,31798
437,364888,381369,16482
438,701723,704476,2754
439,906476,927427,20952
440,109015,131493,22479
441,859170,888093,28924
442,757760,761993,4234
443,154829,163323,8495
444,570564,597932,27369
445,602036,613416,11381
446,911207,933734,22528
447,849780,871761,21982
448,494784,514650,19867
449,757447,764422,6976
450,503491,533251,29761
451,926104,927531,1428
452,247610,260461,12852
453,621467,649859,28393
454,25683,27967,2285
455,520355,545122,24768
456,428418,431536,3119
457,41513,59003,17491
458,263367,266829,3463
459,686037,699281,13245
460,224326,242779,18454
461,538543,560794,22252
462,330263,349252,18990
463,106815,109985,3171
464,464462,476969,12508
465,868110,884091,15982
466,490364,495654,5291
467,40628,56712,16085
468,291702,298593,6892
469,482163,485306,3144
470,879476,910499,31024
471,34512,67149,32638
472,489624,516781,27158
473,505866,518802,12937
474,579008,580002,995
475,502665,524761,22097
476,336183,345965,9783
477,660879,676207,15329
478,88984,121040,32057
479,529100,541439,12340
480,452621,469332,16712
481,74643,91599,16957
482,763358,792530,29173
483,471349,473275,1927
484,283155,308541,25387
485,377706,394020,16315
486,179377,189704,10328
487,391301,408965,17665
488,994391,999999,5609
489,533171,546950,13780
490,962305,984281,21977
491,339208,351080,11873
492,435137,456943,21807
493,274297,295339,21043
494,969920,996117,26198
495,934610,939616,5007
496,808208,810327,2120
497,584656,615351,30696
498,922276,925750,3475
499,686132,710409,24278
500,816893,823299,6407
501,415069,430610,15542
502,791125,792731,1607
503,539944,545189,5246
504,399948,408705,8758
505,482623,487480,4858
506,964929,966843,1915
507,629462,634677,5216
508,769547,801424,31878
509,686627,718359,31733
510,678917,701961,23045
511,150555,171794,21240
512,799300,800807,1508
513,551880,571675,19796
514,857112,884410,27299
515,37368,68109,30742
516,924761,933222,8462
517,143650,148225,4576
518,220497,233485,12989
519,682243,710025,27783
520,240529,260755,20227
521,146393,171603,25211
522,679769,701150,21382
523,353020,368936,15917
524,700357,725491,25135
525,351617,368948,17332
526,580582,600642,20061
527,109793,114224,4432
528,182153,202208,20056
529,866015,868157,2143
530,671003,698379,27377
531,962603,986652,24050
532,198523,222823,24301
533,32865,54078,21214
534,755361,772734,17374
535,144207,176916,32710
536,115676,137823,22148
537,387424,395485,8062
538,547237,550652,3416
539,625690,640782,15093
540,414148,416202,2055
541,710495,730584,20090
542,872152,893420,21269
543,831788,844209,12422
544,189829,207111,17283
545,460109,473536,13428
546,867133,889206,22074
547,53346,65837,12492
548,279284,287203,7920
549,950005,980623,30619
550,218477,239417,20941
551,919689,922851,3163
552,231796,240515,8720
553,436907,443516,6610
554,492472,494525,2054
555,515499,537583,22085
556,825007,845226,20220
557,505547,510951,5405
558,20779,32854,12076
559,267692,273893,6202
560,715185,737235,22051
561,394377,415066,20690
562,556910,573284,16375
563,868346,870882,2537
564,656053,673323,17271
565,163335,187083,23749
566,779138,789306,10169
567,749212,770499,21288
568,702629,722395,19767
569,772405,776313,3909
570,102594,128350,25757
571,32433,51992,19560
572,965202,967819,2618
573,950017,959939,9923
574,425577,427760,2184
575,694404,725466,31063
576,576054,601336,25283
577,130998,140881,9884
578,444403,472999,28597
579,857611,883160,25550
580,446957,466718,19762
581,594671,607825,13155
582,956968,964660,7693
583,504260,508035,3776
584,487968,510675,22708
585,794870,804120,9251
586,639861,653680,13820
587,592745,608186,15442
588,799138,801016,1879
589,974404,999999,25596
590,188443,194313,5871
591,149825,159774,9950
592,532816,542794,9979
593,865570,869340,3771
594,736728,748426,11699
595,837502,854272,16771
596,100659,106755,6097
597,486312,495089,8778
598,872640,875254,2615
599,999468,999999,532
600,781816,811303,29488
601,857569,876332,18764
602,193849,207447,13599
603,777809,798673,20865
604,5504,36775,31272
605,36112,44284,8173
606,196866,208168,11303
607,274267,300118,25852
608,903448,933293,29846
609,28453,38312,9860
610,919088,951846,32759
611,956726,984220,27495
612,600369,601181,813
613,255317,274331,19015
614,284946,298404,13459
615,106804,126738,19935
616,725227,735043,9817
617,327317,332490,5174
618,405128,435168,30041
619,803076,825170,22095
620,977792,989411,11620
621,445324,454627,9304
622,492573,504489,11917
623,360113,387193,27081
624,547273,547788,516
625,782495,794870,12376
626,102997,110887,7891
627,215673,241073,25401
628,946387,966657,20271
629,291914,302410,10497
630,983339,991055,7717
631,91247,116860,25614
632,192712,195983,3272
633,609142,637710,28569
634,214032,229340,15309
635,96683,128364,31682
636,268181,275562,7382
637,691780,698576,6797
638,483342,489095,5754
639,382993,388490,5498
640,582440,596313,13874
641,318447,345002,26556
642,135434,145448,10015
643,135057,155719,20663
644,191166,195785,4620
645,286706,287866,1161
646,813173,823117,9945
647,448748,472435,23688
648,477109,491073,13965
649,363728,368469,4742
650,440896,462578,21683
651,481020,493884,12865
652,579963,588678,8716
653,765994,769689,3696
654,891923,905148,13226
655,996222,999999,3778
656,893179,909003,15825
657,476146,479746,3601
658,978171,999999,21829
659,101780,113599,11820
660,618823,647020,28198
661,89875,111474,21600
662,55684,86065,30382
663,714968,720330,5363
664,117944,135566,17623
665,757631,765527,7897
666,303132,309884,6753
667,598705,600938,2234
668,498039,511381,13343
669,73190,78508,5319
670,871729,893958,22230
671,107115,116345,9231
672,234923,264247,29325
673,578753,602057,23305
674,34126,46969,12844
675,823064,836156,13093
676,36322,60952,24631
677,106147,131475,25329
678,926265,951686,25422
679,794630,803206,8577
680,181803,192813,11011
681,4593,5891,1299
682,499520,529984,30465
683,108138,120134,11997
684,822342,833363,11022
685,598938,612845,13908
686,218110,229212,11103
687,246986,263023,16038
688,866127,884579,18453
689,83760,109539,25780
690,578534,581522,2989
691,806425,828602,22178
692,376170,383215,7046
693,527708,547260,19553
694,360190,376149,15960
695,228667,257583,28917
696,762975,790828,27854
697,755275,778864,23590
698,740013,742212,2200
699,750239,774574,24336
700,384051,387306,3256
701,72142,100669,28528
702,159536,176238,16703
703,113454,117047,3594
704,854551,874087,19537
705,816088,846216,30129
706,985398,987070,1673
707,691042,693854,2813
708,980770,999999,19230
709,496179,510010,13832
710,879339,887114,7776
711,545985,551738,5754
712,191758,199391,7634
713,248538,261532,12995
714,319240,325648,6409
715,620909,631181,10273
716,955697,957015,1319
717,166585,171881,5297
718,529407,562150,32744
719,334492,354809,20318
720,65058,96189,31132
721,678048,708686,30639
722,762320,785845,23526
723,454164,454544,381
724,95878,120094,24217
725,64787,92388,27602
726,805559,811263,5705
727,999967,999999,33
728,80639,102989,22351
729,835041,854912,19872
730,354377,379720,25344
731,704446,735689,31244
732,604747,616001,11255
733,503416,531172,27757
734,533464,565433,31970
735,31358,42554,11197
736,16150,16532,383
737,620663,641858,21196
738,461827,477631,15805
739,462691,465518,2828
740,783656,800183,16528
741,701056,715846,14791
742,398404,402534,4131
743,969383,976621,7239
744,208583,235159,26577
745,582435,597230,14796
746,447988,458995,11008
747,970592,980852,10261
748,199397,227678,28282
749,869056,882724,13669
750,226035,234991,8957
751,951625,983563,31939
752,502676,533309,30634
753,624519,627940,3422
754,852552,875874,23323
755,415057,437538,22482
756,155358,184752,29395
757,372919,389845,16927
758,964227,980215,15989
759,490380,501884,11505
760,576367,605426,29060
761,392343,421330,28988
762,558902,589772,30871
763,724815,755099,30285
764,595346,601814,6469
765,276927,288443,11517
766,236003,258132,22130
767,503904,508131,4228
768,826762,849446,22685
769,315471,340159,24689
770,882638,906548,23911
771,752603,756134,3532
772,733681,753790,20110
773,333977,361016,27040
774,907250,920675,13426
775,806863,818506,11644
776,165649,189926,24278
777,9409,17200,7792
778,159989,162806,2818
779,758487,778935,20449
780,455347,472365,17019
781,61292,66049,4758
782,824027,854779,30753
783,8137,21746,13610
784,738964,764772,25809
785,78493,84418,5926
786,61104,91946,30843
787,322938,334353,11416
788,432643,436458,3816
789,545837,569212,23376
790,560560,589591,29032
791,237452,252231,14780
792,880227,909229,29003
793,833202,846348,13147
794,589096,599529,10434
795,710750,718055,7306
796,209155,235752,26598
797,82676,104234,21559
798,764680,767057,2378
799,704033,730950,26918
800,486362,491949,5588
801,725774,729143,3370
802,27917,37619,9703
803,113969,146327,32359
804,608144,639102,30959
805,735827,755498,19672
806,624670,633159,8490
807,869431,885644,16214
808,402492,430906,28415
809,531101,550294,19194
810,238586,251176,12591
811,606785,635424,28640
812,237929,247294,9366
813,474919,506184,31266
814,952491,957197,4707
815,538892,545439,6548
816,39731,48623,8893
817,870545,895064,24520
818,844942,846169,1228
819,918353,927833,9481
820,526078,549075,22998
821,292805,295143,2339
822,594824,610443,15620
823,307323,312997,5675
824,133828,136706,2879
825,962930,989687,26758
826,242816,271002,28187
827,238946,264434,25489
828,867922,892011,24090
829,756910,784115,27206
830,652240,676397,24158
831,436308,462014,25707
832,548986,550984,1999
833,764714,784822,20109
834,465196,469796,4601
835,71195,103011,31817
836,590208,616439,26232
837,156185,165681,9497
838,450240,458221,7982
839,677653,686184,8532
840,768413,769214,802
841,966378,987149,20772
842,190565,209884,19320
843,934790,962209,27420
844,610259,623505,13247
845,605470,618816,13347
846,947821,980346,32526
847,199342,220616,21275
848,235899,241664,5766
849,454005,486304,32300
850,710231,733155,22925
851,75093,77998,2906
852,247316,257825,10510
853,177138,195286,18149
854,526198,540921,14724
855,965723,981211,15489
856,68321,69914,1594
857,681093,682217,1125
858,581174,588503,7330
859,136127,159545,23419
860,556507,568644,12138
861,298990,329033,30044
862,417420,418652,1233
863,504060,509647,5588
864,187443,211640,24198
865,839692,853834,14143
866,191324,210007,18684
867,315054,317155,2102
868,845238,870841,25604
869,851396,858885,7490
870,649047,672117,23071
871,675411,680893,5483
872,212688,226600,13913
873,895025,926109,31085
874,124932,142914,17983
875,738128,741151,3024
876,966316,996943,30628
877,45841,51127,5287
878,852228,857278,5051
879,977998,997924,19927
880,235660,244399,8740
881,18430,44376,25947
882,250876,280910,30035
883,722839,731242,8404
884,3874,16889,13016
885,669787,684609,14823
886,110864,116650,5787
887,535804,547773,11970
888,402144,414531,12388
889,8156,16939,8784
890,688710,697648,8939
891,739402,747967,8566
892,407694,438381,30688
893,708279,724915,16637
894,107892,136988,29097
895,788139,807504,19366
896,698371,727388,29018
897,717162,736263,19102
898,613945,624909,10965
899,533189,534265,1077
900,782059,806529,24471
901,242740,247070,4331
902,80196,85495,5300
903,574676,577157,2482
904,829920,852771,22852
905,401072,401546,475
906,984218,999999,15782
907,704052,729585,25534
908,63913,93087,29175
909,663342,692651,29310
910,354680,370335,15656
911,205956,234003,28048
912,684092,689571,5480
913,126577,147742,21166
914,952715,963252,10538
915,387850,405537,17688
916,31472,53326,21855
917,525859,550691,24833
918,491196,504320,13125
919,23980,56671,32692
920,269633,270457,825
921,594932,597999,3068
922,770525,788406,17882
923,635252,642777,7526
924,727609,736654,9046
925,960918,972634,11717
926,347917,366486,18570
927,857146,872653,15508
928,773686,792919,19234
929,649212,650931,1720
930,398501,407483,8983
931,423917,433928,10012
932,517279,539313,22035
933,712643,720603,7961
934,814579,819098,4520
935,355238,359174,3937
936,938399,959885,21487
937,67539,92244,24706
938,455809,477767,21959
939,594975,607018,12044
940,661422,677048,15627
941,828646,841915,13270
942,497423,525176,27754
943,588899,603367,14469
944,649713,656894,7182
945,443892,461858,17967
946,548815,579503,30689
947,205811,232460,26650
948,589522,621939,32418
949,484428,499058,14631
950,659388,661952,2565
951,315157,322907,7751
952,519729,528251,8523
953,907100,912886,5787
954,494617,522051,27435
955,824320,851683,27364
956,440668,444458,3791
957,488259,499509,11251
958,727603,740758,13156
959,219965,236709,16745
960,999365,999999,635
961,905248,905301,54
962,851444,874450,23007
963,522254,545990,23737
964,905289,936937,31649
965,292478,307038,14561
966,241765,257031,15267
967,618538,632123,13586
968,783848,815780,31933
969,588833,604775,15943
970,106057,125974,19918
971,663409,695014,31606
972,604023,623723,19701
973,594521,599018,4498
974,454046,473615,19570
975,496232,502490,6259
976,592918,615061,22144
977,491592,524203,32612
978,766080,772421,6342
979,724669,739021,14353
980,563180,583179,20000
981,825509,839181,13673
982,10253,33924,23672
983,548042,566248,18207
984,803324,816373,13050
985,507130,511388,4259
986,412577,430068,17492
987,542737,563809,21073
988,893279,895572,2294
989,292204,319113,26910
990,372724,392007,19284
991,56926,64213,7288
992,770893,789204,18312
993,13783,36767,22985
994,493202,507043,13842
995,804780,833585,28806
996,100638,106056,5419
997,228469,235677,7209
998,56584,73545,16962
999,162743,189321,26579
1000,981325,999999,18675
1001,306355,324952,18598
1002,214469,244085,29617
1003,891452,911814,20363
1004,599858,629391,29534
1005,189849,204252,14404
1006,93373,99499,6127
1007,485520,509347,23828
1008,555489,563625,8137
1009,575223,587837,12615
1010,564848,591902,27055
1011,192630,207590,14961
1012,592834,604810,11977
1013,605758,611437,5680
1014,353335,356248,2914
1015,593692,598899,5208
1016,8326,38904,30579
1017,72303,87630,15328
1018,371609,394215,22607
1019,631446,637280,5835
1020,769977,779238,9262
1021,278128,298610,20483
1022,698518,721789,23272
1023,600076,619222,19147
1024,206337,237578,31242
1025,696831,725032,28202
1026,611265,618084,6820
1027,809505,815012,5508
1028,315454,340737,25284
1029,490756,510585,19830
1030,270291,273337,3047
1031,644924,667407,22484
1032,152399,157589,5191
1033,551218,573137,21920
1034,875548,890424,14877
1035,105468,136760,31293
1036,558923,570268,11346
1037,554904,585008,30105
1038,54869,69664,14796
1039,232392,236312,3921
1040,889100,900826,11727
1041,676206,680172,3967
1042,664729,666194,1466
1043,65524,79784,14261
1044,799852,808387,8536
1045,514221,528633,14413
1046,851403,873707,22305
1047,842091,856329,14239
1048,906447,919283,12837
1049,315719,337707,21989
1050,524712,529462,4751
1051,573038,579338,6301
1052,46305,54172,7868
1053,585526,589378,3853
1054,999656,999999,344
1055,248311,266656,18346
1056,731201,746007,14807
1057,744816,744836,21
1058,51062,64091,13030
1059,451996,459365,7370
1060,873035,889134,16100
1061,119479,133709,14231
1062,377814,406242,28429
1063,878458,894592,16135
1064,340150,351809,11660
1065,553185,574937,21753
1066,703828,729889,26062
1067,981982,984690,2709
1068,636945,656251,19307
1069,415659,437221,21563
1070,336225,351104,14880
1071,588596,613654,25059
1072,483298,511181,27884
1073,777925,799249,21325
1074,204749,234891,30143
1075,325156,329692,4537
1076,693675,725810,32136
1077,654295,685700,31406
1078,422196,425464,3269
1079,651611,672914,21304
1080,130146,142180,12035
1081,595635,608931,13297
1082,254511,268221,13711
1083,472711,490026,17316
1084,37389,59286,21898
1085,804109,815297,11189
1086,101528,103166,1639
1087,834949,839537,4589
1088,544596,546149,1554
1089,928295,933572,5278
1090,951769,974281,22513
1091,491211,521171,29961
1092,451608,457793,6186
1093,667784,673830,6047
1094,91636,119345,27710
1095,459748,476537,16790
1096,970492,989461,18970
1097,833588,851108,17521
1098,354776,374040,19265
1099,818161,822707,4547
1100,922478,936539,14062
1101,483603,515845,32243
1102,423441,435253,11813
1103,631963,663325,31363
1104,358288,388819,30532
1105,514034,534982,20949
1106,657326,658348,1023
1107,136300,149960,13661
1108,737014,744696,7683
1109,660858,667595,6738
1110,471563,487199,15637
1111,566516,595441,28926
1112,304816,313400,8585
1113,603948,624019,20072
1114,196113,197707,1595
1115,811314,841957,30644
1116,975640,980385,4746
1117,746196,753039,6844
1118,392584,422870,30287
1119,9040,35148,26109
1120,401729,413692,11964
1121,513050,533615,20566
1122,490950,516436,25487
1123,362556,390769,28214
1124,84278,96027,11750
1125,962951,992090,29140
1126,913177,927796,14620
1127,643727,645411,1685
1128,246351,276901,30551
1129,640178,642444,2267
1130,725714,758011,32298
1131,722956,726642,3687
1132,331420,343730,12311
1133,979190,984303,5114
1134,737687,745618,7932
1135,553661,554247,587
1136,445323,447421,2099
1137,889400,911123,21724
1138,625393,649067,23675
1139,921187,939259,18073
1140,899167,919521,20355
1141,667550,672606,5057
1142,850921,858433,7513
1143,346594,359199,12606
1144,689517,717749,28233
1145,543768,563477,19710
1146,257733,289044,31312
1147,634535,656237,21703
1148,805285,822407,17123
1149,269697,270039,343
1150,741569,764045,22477
1151,606941,636038,29098
1152,8150,17732,9583
1153,496689,527735,31047
1154,642564,674546,31983
1155,907735,928800,21066
1156,44667,54221,9555
1157,332780,342441,9662
1158,875056,877954,2899
1159,775820,805610,29791
1160,338273,365742,27470
1161,203549,225252,21704
1162,588171,609990,21820
1163,902437,926678,24242
1164,662226,688296,26071
1165,423334,450796,27463
1166,947133,959474,12342
1167,163301,182645,19345
1168,470836,471623,788
1169,675296,696271,20976
1170,144047,176351,32305
1171,429503,460368,30866
1172,828906,843823,14918
1173,255509,262765,7257
1174,96072,123992,27921
1175,416590,431366,14777
1176,552129,583679,31551
1177,643025,650887,7863
1178,501657,510096,8440
1179,693736,717590,23855
1180,564393,567391,2999
1181,702555,707808,5254
1182,1378,6632,5255
1183,582695,585457,2763
1184,315840,320520,4681
1185,485972,511325,25354
1186,587475,590732,3258
1187,456213,479999,23787
1188,42886,53749,10864
1189,27655,57435,29781
1190,226935,228620,1686
1191,667165,677649,10485
1192,534487,543503,9017
1193,446486,463237,16752
1194,470016,483042,13027
1195,437665,441876,4212
1196,739105,769853,30749
1197,674453,705162,30710
1198,180259,194685,14427
1199,30541,49797,19257
1200,286713,308423,21711
1201,764456,779356,14901
1202,686860,711538,24679
1203,217349,229664,12316
1204,819689,834897,15209
1205,219440,238419,18980
1206,93199,122984,29786
1207,99095,110177,11083
1208,767273,774988,7716
1209,405501,437715,32215
1210,585830,597185,11356
1211,259485,278623,19139
1212,478453,483636,5184
1213,436046,466121,30076
1214,116906,140990,24085
1215,648383,650609,2227
1216,516316,534453,18138
1217,677873,695411,17539
1218,870586,889317,18732
1219,567289,582825,15537
1220,41051,57848,16798
1221,322878,351656,28779
1222,736181,757940,21760
1223,829068,834180,5113
1224,375121,378225,3105
1225,147368,152338,4971
1226,819465,835160,15696
1227,499942,515827,15886
1228,961522,979506,17985
1229,45957,65666,19710
1230,662376,677397,15022
1231,426973,455087,28115
1232,772599,777276,4678
1233,793288,793365,78
1234,607071,619229,12159
1235,763160,791196,28037
1236,820074,827613,7540
1237,230993,255353,24361
1238,971893,986553,14661
1239,440221,471785,31565
1240,991638,999999,8362
1241,57129,64868,7740
1242,992594,999999,7406
1243,804926,834246,29321
1244,184440,205880,21441
1245,113061,122528,9468
1246,816305,828681,12377
1247,133332,153017,19686
1248,731573,754665,23093
1249,168714,181232,12519
1250,933377,937879,4503
